Depthm,T_degC,Salnty
193,8.33,33.77
200,8.23,33.774
250,7.56,33.812
300,6.92,33.863
389,5.87,33.98
400,5.78,33.99
500,5.04,34.08
600,4.5,34.157
635,4.36,34.18
700,4.21,34.216
800,3.99,34.272
900,3.77,34.329
1000,3.54,34.386
1076,3.37,34.43
0,17.95,32.86
10,17.27,32.84
20,16.78,32.868
24,16.56,32.88
30,16.05,32.875
48,14.0,32.83
50,13.67,32.825
73,10.2,32.81
75,10.04,32.8
97,8.85,32.7
100,8.72,32.707
125,7.9,32.849
146,7.52,33.08
150,7.51,33.143
194,7.4,33.77
200,7.36,33.783
250,7.0,33.886
292,6.64,33.96
300,6.59,33.967
334,6.35,34.16
389,5.82,34.02
400,5.74,34.028
500,5.09,34.106
600,4.62,34.184
620,4.55,34.2
700,4.34,34.242
800,4.07,34.296
900,3.8,34.351
1000,3.54,34.406
1077,3.33,34.45
0,17.9,32.86
10,16.91,32.86
20,16.62,32.856
25,16.42,32.84
30,15.57,32.782
49,11.94,32.68
50,11.82,32.691
73,9.9,32.92
75,9.76,32.899
98,8.42,32.74
100,8.39,32.748
125,7.99,32.877
146,7.66,33.03
150,7.66,33.081
196,7.83,33.66
200,7.81,33.669
250,7.36,33.778
294,6.75,
300,6.67,33.869
392,5.59,34.0
400,5.52,34.005
500,4.85,34.051
588,4.49,34.07
600,4.45,34.081
700,4.16,34.176
800,3.94,34.275
884,3.8,34.36
900,3.76,34.367
1000,3.52,34.412
1100,3.28,34.458
1200,3.04,34.505
1232,2.96,34.52
0,17.5,32.94
6,17.08,32.82
10,17.05,32.826
17,17.0,32.86
20,16.91,32.857
30,16.37,32.845
36,15.86,32.84
50,13.85,32.946
57,12.84,33.01
75,11.79,32.949
79,11.66,32.94
100,10.71,33.294
105,10.51,33.4
125,9.81,33.584
150,9.06,33.747
200,7.93,33.831
202,7.9,33.84
250,7.17,33.92
300,6.6,33.925
340,6.29,33.96
400,5.77,33.997
500,5.1,34.058
520,4.99,34.07
600,4.66,34.149
700,4.34,34.244
797,4.11,34.33
800,4.1,34.331
900,3.82,34.36
1000,3.54,34.391
1100,3.26,34.422
1124,3.19,34.43
0,17.8,33.04
8,17.76,33.02
10,17.76,33.018
20,17.75,33.011
21,17.75,33.01
30,17.06,32.976
43,15.55,32.92
50,14.56,32.883
65,12.61,32.86
75,11.94,32.908
86,11.47,32.97
100,11.01,32.999
125,10.4,33.054
128,10.35,33.06
150,9.8,33.212
170,9.33,33.37
200,8.64,33.567
250,7.67,33.831
252,7.64,33.84
300,7.06,33.974
336,6.73,34.04
400,6.15,34.071
500,5.4,34.121
501,5.39,34.1
600,5.02,34.175
700,4.64,34.232
800,4.27,34.292
900,3.89,34.356
1000,3.52,34.423
1010,3.48,34.43
0,16.94,32.88
9,16.9,32.88
10,16.9,32.877
20,16.88,32.849
23,16.87,32.84
30,15.8,32.799
47,12.64,32.77
50,12.29,32.773
71,10.48,32.79
75,10.2,32.78
95,9.09,32.74
100,8.89,32.747
125,8.16,32.851
143,7.88,32.99
150,7.81,33.075
191,7.55,33.58
200,7.49,33.642
250,7.13,33.869
287,6.8,33.91
300,6.63,33.92
383,5.55,33.93
400,5.4,33.94
500,4.69,34.006
557,4.42,34.05
600,4.32,34.076
671,4.84,34.2
700,4.09,34.138
800,3.86,34.201
900,3.63,34.264
1000,3.4,34.329
1100,3.17,34.394
1110,3.15,34.4
0,15.86,32.77
9,16.26,32.74
10,16.26,32.739
20,16.24,32.724
23,16.23,32.72
30,14.98,32.72
46,11.56,32.72
50,11.04,32.717
68,9.43,32.7
75,9.05,32.712
91,8.47,32.74
100,8.18,32.71
125,7.59,32.71
136,7.43,32.7
150,7.39,32.887
181,7.29,33.35
200,7.2,33.527
250,6.87,33.832
271,6.7,33.89
300,6.39,33.927
361,5.73,33.93
400,5.42,33.965
500,4.79,34.065
541,4.59,34.11
600,4.45,34.139
700,4.2,34.19
800,3.96,34.241
818,4.8,34.31
900,3.71,34.293
1000,3.47,34.346
1100,3.22,34.401
1154,3.09,34.43
0,16.38,32.81
10,16.19,32.79
20,16.17,32.778
26,16.15,32.77
30,15.5,32.743
50,11.62,32.693
51,11.4,32.69
75,9.09,32.709
77,8.98,32.71
100,8.08,32.718
103,8.02,32.72
125,7.51,32.791
150,7.17,32.956
154,7.14,32.99
200,7.04,33.613
205,7.03,33.68
250,6.66,33.895
300,6.15,33.915
306,6.08,33.93
400,5.26,33.979
406,5.21,33.98
500,4.65,34.059
600,4.23,34.154
606,4.21,34.16
700,3.96,34.253
800,3.74,34.341
900,3.59,34.416
906,3.58,34.42
1000,3.39,34.435
1100,3.19,34.452
1200,2.98,34.47
1256,2.87,34.48
0,16.7,32.84
9,16.51,32.77
10,16.49,32.771
20,16.3,32.797
23,16.26,32.81
30,16.24,32.777
46,16.21,32.7
50,15.26,32.661
68,10.61,32.65
75,9.72,32.671
90,8.6,32.72
100,8.44,32.81
125,8.04,32.983
137,7.85,33.04
150,7.63,33.194
177,7.13,33.95
182,7.03,33.57
200,6.95,33.684
250,6.73,33.885
274,6.62,33.92
300,6.44,33.972
400,5.7,34.103
450,5.32,34.13
500,5.03,34.173
600,4.53,34.247
700,4.13,34.307
750,3.96,34.33
800,3.84,34.35
900,3.61,34.392
1000,3.37,34.434
1085,3.17,34.47
0,16.9,32.7
10,16.65,32.68
20,16.62,32.727
25,16.6,32.75
30,16.21,32.767
48,14.06,32.84
50,13.74,32.853
71,10.58,33.03
75,10.24,33.048
93,9.18,33.12
100,8.88,33.194
125,8.1,33.47
140,7.85,33.64
150,7.73,33.702
184,7.49,33.84
200,7.32,33.876
250,6.79,33.948
273,6.54,33.96
300,6.28,33.99
361,5.75,34.05
400,5.5,34.085
495,5.03,34.16
500,5.01,34.164
600,4.64,34.239
700,4.32,34.305
796,4.08,34.36
800,4.07,34.362
900,3.81,34.397
1000,3.54,34.434
1100,3.28,34.472
1146,3.16,34.49
0,16.9,31.8
10,16.69,31.78
20,15.51,32.367
25,14.77,32.7
30,14.21,32.698
50,11.99,32.69
75,8.7,32.99
99,8.61,33.15
100,8.6,33.161
125,8.32,33.44
148,8.02,33.69
150,8.0,33.702
196,7.64,33.89
200,7.59,33.901
250,7.11,34.008
282,6.89,34.16
290,6.88,34.05
300,6.82,34.056
386,6.04,34.09
400,5.96,34.104
500,5.47,34.207
600,5.11,34.313
663,4.96,34.38
700,4.84,34.385
800,4.52,34.398
900,4.2,34.413
1000,3.87,34.43
1100,3.55,34.449
1107,3.53,34.45
0,16.35,32.18
10,16.2,32.36
20,13.5,32.564
25,11.92,32.7
30,11.09,32.791
49,9.29,33.08
50,9.23,33.101
71,8.38,33.48
75,8.23,33.509
91,7.7,33.58
100,7.48,33.638
125,7.11,33.791
130,7.08,33.82
150,7.11,33.905
167,7.14,33.95
200,7.09,34.012
246,6.86,34.05
250,6.83,34.052
300,6.36,34.067
324,6.12,34.07
400,5.63,34.103
500,5.13,34.154
584,4.83,34.2
600,4.78,34.208
700,4.48,34.262
800,4.17,34.317
900,3.87,34.373
1000,3.57,34.431
1100,3.26,34.49
1150,3.11,34.52
0,15.99,31.91
10,15.77,31.94
20,15.48,31.956
26,15.11,31.91
30,14.45,31.976
50,10.74,32.472
52,10.33,32.54
75,8.0,32.92
77,7.88,32.94
100,7.6,32.966
103,7.56,32.97
125,7.43,33.299
150,7.34,33.715
152,7.34,33.75
200,7.16,33.93
201,7.16,33.93
250,6.76,33.94
297,6.34,33.95
300,6.32,33.954
394,5.76,34.09
400,5.72,34.096
500,5.11,34.179
589,4.61,34.23
600,4.58,34.234
700,4.35,34.272
800,4.11,34.311
900,3.87,34.351
1000,3.64,34.392
1100,3.4,34.434
1139,3.31,34.45
0,13.1,
9,13.25,32.65
10,13.05,32.667
20,10.67,32.873
23,9.83,32.95
30,9.35,33.177
46,8.26,33.39
50,8.22,33.441
70,8.0,33.58
75,7.97,33.625
93,7.84,33.77
100,7.75,33.797
125,7.43,33.858
142,7.2,33.87
150,7.14,33.889
191,6.86,33.98
200,6.77,33.989
250,6.32,34.025
294,5.97,34.04
300,5.95,34.046
391,5.75,34.14
400,5.72,34.146
500,5.31,34.201
574,4.98,34.23
600,4.89,34.243
700,4.56,34.293
800,4.26,34.344
830,4.17,34.36
900,3.97,
1000,3.69,
1100,3.41,
1200,3.12,
1229,3.04,34.37
0,13.05,33.57
10,12.8,33.64
20,10.8,33.647
24,9.9,33.66
30,9.58,33.745
49,8.55,33.77
50,8.52,33.774
73,8.11,33.84
75,8.09,33.843
97,7.89,
100,7.87,33.874
125,7.75,33.897
145,7.65,34.0
150,7.61,33.91
190,7.25,33.91
200,7.19,33.92
250,6.93,33.971
279,6.8,34.0
300,6.65,34.013
367,6.16,34.05
400,5.98,34.073
500,5.5,34.146
545,5.32,34.18
600,5.12,34.209
700,4.76,34.262
800,4.4,34.318
900,4.04,34.375
1000,3.68,34.434
1026,3.59,34.45
0,15.0,32.21
10,14.64,32.23
20,12.66,32.291
25,11.49,32.36
30,10.68,32.463
50,8.52,32.92
75,8.12,33.26
100,7.96,33.62
125,7.7,33.795
150,7.4,33.87
200,6.82,33.95
250,6.53,34.019
300,6.32,34.07
400,5.66,34.11
500,5.22,34.168
600,4.88,34.23
700,4.6,34.267
800,4.32,34.305
900,4.04,34.344
1000,3.77,34.384
1100,3.49,34.426
1200,3.21,34.468
1250,3.07,34.49
0,15.72,31.98
9,15.5,31.94
10,15.29,31.958
20,12.82,32.211
24,11.64,32.36
30,10.41,32.455
49,7.84,32.72
50,7.84,32.749
74,7.8,33.24
75,7.81,33.257
98,7.96,33.57
100,7.95,33.59
125,7.7,33.789
148,7.34,33.89
150,7.32,33.895
198,6.76,33.95
200,6.74,33.952
250,6.25,33.984
298,5.86,34.0
300,5.85,34.0
398,5.25,34.01
400,5.24,34.012
500,4.95,34.097
597,4.79,34.2
600,4.78,34.201
700,4.52,34.237
800,4.26,34.274
900,4.0,34.312
1000,3.74,34.35
1100,3.48,34.39
1200,3.22,34.431
1245,3.1,34.45
0,17.1,31.38
10,16.52,31.39
20,14.91,32.18
23,14.37,32.45
30,13.5,32.634
47,11.68,32.65
50,11.31,32.659
71,9.05,32.74
75,8.77,32.766
94,7.84,32.92
100,7.78,33.008
125,7.52,33.331
142,7.34,33.51
150,7.27,33.58
188,6.94,33.82
200,6.79,33.848
250,6.18,33.853
283,5.81,33.87
300,5.72,33.881
377,7.09,33.98
378,5.48,34.14
400,5.41,33.947
500,5.1,34.014
600,4.79,34.083
700,4.48,34.153
800,4.17,34.224
900,3.86,34.297
1000,3.55,34.371
1100,3.25,34.446
1105,3.23,34.45
0,16.92,31.2
10,16.76,31.22
20,15.82,31.73
25,15.11,32.03
30,14.07,32.183
49,10.16,32.57
50,10.04,32.58
74,8.14,32.66
75,8.07,32.659
98,6.9,32.68
100,6.9,32.716
125,6.93,33.165
148,6.96,33.57
150,6.96,33.589
197,6.97,33.87
200,6.95,33.879
250,6.6,33.979
297,6.17,34.0
300,6.15,34.004
400,5.52,34.117
422,5.4,34.14
500,5.16,34.169
600,4.85,34.207
700,4.54,34.247
800,4.24,34.288
900,3.93,34.331
1000,3.62,34.375
1100,3.31,34.42
1121,3.25,34.43
0,16.1,32.09
10,16.31,32.09
20,16.03,32.334
25,15.89,32.54
30,14.98,32.57
49,10.99,32.61
50,10.85,32.615
74,8.46,32.7
75,8.41,32.699
99,7.77,32.68
100,7.75,32.686
125,7.41,32.898
147,7.27,33.17
150,7.26,33.209
196,7.14,33.75
200,7.11,33.758
250,6.72,33.846
294,6.28,33.91
300,6.22,33.917
342,5.83,33.96
400,5.49,34.018
500,5.06,34.111
560,4.9,34.16
600,4.79,34.179
700,4.5,34.227
800,4.21,34.277
900,3.92,34.327
1000,3.64,34.379
1100,3.35,34.432
1170,3.15,34.47
0,16.35,32.58
9,16.24,32.52
10,16.23,32.523
20,16.03,32.575
23,15.93,32.6
30,15.61,32.635
47,14.12,32.68
50,13.6,32.681
71,9.98,32.72
75,9.56,32.706
94,8.21,32.66
100,8.12,32.745
125,7.76,33.095
142,7.52,33.33
150,7.44,33.417
190,7.11,33.75
200,7.02,33.788
250,6.57,33.84
283,6.26,33.89
300,6.08,33.905
379,5.3,33.96
400,5.16,33.973
500,4.61,34.033
570,4.36,34.07
600,4.3,34.086
700,4.1,34.142
800,3.9,34.198
900,3.7,34.254
1000,3.51,34.311
1100,3.31,34.368
1189,3.13,34.42
0,16.25,32.66
10,15.91,32.66
20,15.85,32.66
25,15.82,32.66
30,14.7,32.664
50,9.7,32.68
75,8.45,32.718
76,8.4,32.72
100,7.57,32.72
101,7.54,32.72
125,7.16,32.835
150,7.0,33.04
152,7.0,33.06
200,6.87,33.643
204,6.86,33.69
250,6.45,33.88
300,5.93,33.893
308,5.84,33.91
400,5.25,33.995
408,5.21,34.0
500,4.81,34.086
600,4.46,34.173
608,4.44,34.18
700,4.22,34.218
800,3.97,34.261
900,3.73,34.304
1000,3.49,34.348
1100,3.24,34.393
1200,3.0,34.439
1266,2.84,34.47
0,16.06,32.7
10,15.88,32.636
11,15.86,32.63
20,15.75,32.63
27,15.67,32.63
30,15.12,32.621
50,11.09,32.664
54,10.2,32.7
75,8.87,32.769
79,8.78,32.77
100,8.16,32.743
105,8.06,32.74
125,7.55,32.881
150,7.08,33.14
154,7.02,33.19
200,7.01,33.657
204,7.01,33.69
250,6.56,33.852
290,6.06,33.89
300,5.97,33.905
400,5.19,34.026
500,4.58,34.1
523,4.47,34.11
600,4.3,34.148
700,4.08,34.198
800,3.86,34.248
900,3.64,34.3
1000,3.41,34.351
1100,3.19,34.404
1200,2.97,34.458
1223,2.92,34.47
0,16.2,32.63
10,15.98,32.61
20,15.99,32.597
25,15.99,32.59
30,15.19,32.581
49,11.46,32.63
50,11.32,32.631
74,9.06,32.66
75,9.01,32.662
98,8.36,32.74
100,8.29,32.753
125,7.56,32.95
148,7.05,33.19
150,7.05,33.217
196,6.94,33.75
200,6.92,33.758
250,6.55,33.849
293,6.12,33.91
300,6.04,33.914
389,5.0,33.95
400,4.92,33.956
500,4.33,34.018
582,4.04,34.07
600,4.01,34.08
700,3.82,34.139
800,3.64,34.197
900,3.45,34.256
1000,3.27,34.316
1100,3.08,34.376
1200,2.9,34.437
1222,2.86,34.45
0,16.15,32.7
10,15.69,32.68
20,15.66,32.62
25,15.64,32.59
30,14.72,32.598
50,10.46,32.77
75,8.76,32.72
100,7.65,32.75
125,7.03,32.825
148,6.79,32.97
150,6.79,32.997
196,7.03,33.64
200,7.01,33.669
250,6.62,33.908
292,6.1,33.93
300,6.02,33.933
388,5.15,33.91
400,5.12,33.918
428,5.18,34.11
500,4.83,33.988
600,4.55,34.06
700,4.26,34.132
800,3.98,34.205
900,3.69,34.28
1000,3.41,34.355
1100,3.13,34.432
1123,3.06,34.45
0,15.7,32.7
10,15.24,32.66
20,15.23,32.66
26,15.23,32.66
30,14.83,32.647
50,12.1,32.591
51,11.93,32.59
75,8.78,32.59
77,8.56,32.59
100,7.37,32.769
102,7.32,32.79
125,7.2,33.209
150,7.06,33.603
154,7.04,33.66
200,6.66,33.9
206,6.61,33.91
250,6.26,33.978
300,5.85,33.972
312,5.75,33.98
400,4.98,33.997
415,4.86,34.0
500,4.46,34.065
600,4.15,34.155
615,4.12,34.17
700,3.96,34.209
800,3.77,34.255
900,3.58,34.301
1000,3.39,34.348
1100,3.2,34.396
1200,3.01,34.444
1296,2.83,34.49
0,14.99,32.66
9,14.86,32.85
10,14.86,32.837
20,14.87,32.697
23,14.87,32.65
30,13.9,32.638
46,11.0,32.61
50,10.4,32.608
70,8.02,32.63
75,7.67,32.632
94,6.86,32.68
100,6.86,32.771
125,6.85,33.147
140,6.84,33.37
150,6.9,33.484
187,7.07,33.8
200,7.0,33.84
250,6.6,33.847
281,6.24,33.87
300,6.09,33.893
375,5.53,33.98
400,5.36,33.994
500,4.72,34.036
562,4.37,34.05
600,4.29,34.071
700,4.09,34.128
800,3.88,34.185
900,3.68,34.243
1000,3.47,34.301
1100,3.27,34.36
1200,3.06,34.42
1250,2.96,34.45
0,15.22,32.65
10,14.69,32.63
20,14.7,32.63
25,14.7,32.63
30,13.83,32.63
49,9.88,32.63
50,9.76,32.63
73,7.84,32.63
75,7.72,32.63
97,6.81,32.63
100,6.79,32.652
125,6.58,32.865
144,6.42,33.06
150,6.45,33.153
191,6.68,33.75
200,6.62,33.767
250,6.15,33.839
282,5.74,33.87
300,5.63,33.901
372,5.3,34.02
400,5.15,34.056
469,4.79,34.13
500,4.7,34.141
600,4.41,34.179
700,4.13,34.218
800,3.84,34.258
900,3.55,34.299
950,3.41,34.32
0,15.2,32.63
10,14.94,32.61
20,14.91,32.623
25,14.9,32.63
30,13.86,32.626
50,9.04,32.61
75,7.19,32.65
99,6.67,32.72
100,6.67,32.735
125,6.65,33.111
148,6.64,33.48
150,6.62,33.497
196,6.1,33.75
200,6.07,33.761
250,5.68,33.855
293,5.42,33.87
300,5.37,33.876
391,4.81,33.95
400,4.79,33.955
500,4.58,34.014
582,5.03,34.13
600,4.37,34.074
700,4.16,34.134
800,3.95,34.195
900,3.74,34.257
1000,3.53,34.319
1100,3.32,34.381
1200,3.11,34.445
1208,3.09,34.45
0,15.83,32.5
10,15.31,32.52
20,14.82,32.572
25,14.38,32.59
30,13.15,32.568
50,8.11,32.62
75,7.09,32.61
99,6.5,32.71
100,6.5,32.724
125,6.51,33.088
149,6.52,33.44
150,6.52,33.449
199,6.41,33.75
200,6.4,33.754
250,6.04,33.882
299,5.58,33.92
300,5.57,33.92
399,4.78,33.96
400,4.78,33.961
500,4.44,34.071
535,4.38,34.11
600,4.23,
700,3.99,
800,3.75,
900,3.52,
962,3.37,
0,16.28,32.2
10,16.16,32.224
12,16.14,33.91
20,15.88,32.269
29,15.59,34.33
30,15.36,32.336
50,10.49,32.533
56,8.92,32.61
75,7.4,32.64
83,7.23,32.65
100,6.87,32.752
109,6.82,32.83
125,6.85,33.077
150,6.97,33.467
161,7.04,33.64
200,6.67,33.862
212,6.52,33.89
250,6.2,33.946
300,5.83,33.943
312,5.75,33.95
400,5.15,34.011
412,5.08,34.02
500,4.75,34.09
600,4.5,34.167
618,4.47,34.18
700,4.27,34.211
800,4.04,34.249
900,3.8,34.289
1000,3.56,34.329
1100,3.32,34.37
1200,3.08,34.412
1289,2.87,34.45
0,16.3,31.96
10,16.35,31.91
20,16.2,31.964
23,16.15,31.98
30,14.07,32.052
45,9.26,32.5
50,9.12,32.736
68,8.6,33.19
75,8.52,33.305
91,8.43,33.48
100,8.4,33.552
125,8.31,33.702
138,8.28,33.75
150,8.22,33.805
185,8.01,33.93
200,7.92,33.957
250,7.57,33.977
281,7.32,34.0
300,7.13,34.0
377,6.33,34.0
400,6.15,34.012
500,5.5,34.08
571,5.14,34.14
600,5.05,34.15
700,4.72,34.188
800,4.4,34.226
900,4.08,34.266
1000,3.75,34.308
1100,3.43,34.351
1200,3.11,34.396
1209,3.08,34.4
0,16.9,32.14
10,16.61,32.158
11,16.58,32.16
20,15.96,32.254
26,15.29,32.32
30,14.39,32.327
50,9.74,32.474
52,9.26,32.5
75,7.26,32.735
78,7.19,32.77
100,7.61,33.292
104,7.77,33.39
125,7.75,33.62
150,7.73,33.778
157,7.72,33.8
200,7.47,33.882
204,7.45,33.89
208,7.27,33.84
250,6.9,33.883
300,6.46,33.938
311,6.36,33.95
400,5.73,34.066
449,5.43,34.13
500,5.28,34.143
600,4.98,34.17
700,4.68,34.198
800,4.38,34.228
900,4.09,34.259
1000,3.79,34.291
1100,3.49,34.325
1200,3.19,34.36
1201,3.19,34.36
0,17.53,32.14
10,16.89,32.103
11,16.83,32.1
20,15.74,32.189
26,14.79,32.27
30,13.86,32.3
50,9.36,32.53
52,8.92,32.56
75,6.92,32.719
78,6.85,32.74
100,7.29,33.208
104,7.46,33.3
125,7.5,33.548
150,7.55,33.756
154,7.56,33.78
200,6.95,33.906
205,6.87,33.91
250,6.54,33.962
300,6.28,33.989
306,6.26,33.99
400,5.6,34.046
406,5.56,34.05
500,5.02,34.118
600,4.56,34.192
611,4.51,34.2
700,4.33,34.237
800,4.14,34.279
900,3.94,34.322
1000,3.74,34.365
1100,3.54,34.409
1148,3.45,34.43
0,17.15,32.05
10,16.95,32.014
11,16.93,32.01
20,14.69,32.127
27,12.53,32.29
30,11.79,32.325
50,8.05,32.554
55,7.43,32.59
75,7.07,32.746
82,6.95,32.75
100,7.45,33.18
110,7.79,33.44
125,7.76,33.61
150,7.71,33.802
164,7.68,33.86
200,7.42,33.947
216,7.28,33.96
250,6.98,34.002
300,6.56,34.042
322,6.38,34.05
400,5.88,34.044
426,5.74,34.04
500,5.36,34.092
600,4.9,34.185
632,4.77,34.22
700,4.59,34.246
800,4.33,34.285
900,4.06,34.325
1000,3.8,34.365
1100,3.54,34.407
1200,3.28,34.45
1300,3.01,34.494
1335,2.92,34.51
0,21.0,33.77
9,20.73,33.86
10,20.59,33.856
20,18.82,33.755
23,18.14,33.71
30,16.48,33.579
46,13.12,33.41
50,12.68,33.429
68,11.5,33.58
75,11.14,33.633
90,10.6,33.75
100,10.58,33.874
125,10.55,34.113
135,10.53,34.18
150,10.44,34.249
178,10.24,34.33
200,10.13,34.393
250,9.87,34.495
262,9.8,34.51
300,9.5,34.51
344,9.08,34.51
400,8.27,34.447
500,6.82,34.342
512,6.64,34.33
600,5.95,34.345
700,5.39,34.387
771,5.13,34.43
800,5.02,34.435
900,4.63,34.454
1000,4.24,34.476
1100,3.86,34.5
1140,3.7,34.51
0,20.1,33.69
10,18.95,33.68
20,18.32,33.594
24,18.06,33.55
30,17.25,33.504
47,14.59,33.44
50,14.12,33.427
70,11.6,33.46
75,11.32,33.525
92,10.8,33.77
100,10.52,33.829
125,9.9,33.981
138,9.74,34.04
150,9.91,34.159
183,10.55,34.47
200,10.51,34.47
250,10.02,34.47
276,9.54,34.47
300,9.19,34.451
369,8.18,34.4
400,7.87,34.399
500,7.05,34.413
556,6.7,34.43
600,6.35,34.428
700,5.62,34.427
800,4.98,34.429
840,4.74,34.43
900,4.53,34.447
1000,4.19,34.477
1100,3.84,34.508
1136,3.72,34.52
0,21.0,33.71
10,20.14,33.71
20,19.8,33.68
23,19.64,33.66
30,18.24,33.56
46,14.8,33.42
50,14.46,33.422
69,13.54,33.44
75,13.14,33.422
91,12.07,33.39
100,11.46,33.423
125,10.14,33.603
137,9.7,33.73
150,9.82,33.904
182,10.13,34.23
200,10.04,34.316
250,9.8,34.474
275,9.68,34.51
300,9.37,34.508
367,8.44,34.45
400,8.08,34.441
500,7.13,34.436
557,6.68,34.43
600,6.33,34.425
700,5.6,34.421
800,4.98,34.426
844,4.74,34.43
900,4.55,34.45
1000,4.22,34.488
1100,3.89,34.527
1133,3.78,34.54
0,21.1,33.77
10,20.64,33.73
20,19.95,33.671
25,19.5,33.64
30,18.82,33.617
49,16.18,33.57
50,16.09,33.566
73,14.48,33.46
75,14.34,33.451
96,12.92,33.39
100,12.7,33.39
125,11.53,33.461
142,10.96,33.57
150,10.75,33.66
189,10.04,34.09
200,9.9,34.09
250,9.34,34.09
282,9.06,34.09
300,8.84,34.14
378,7.9,34.38
400,7.65,34.402
500,6.65,34.406
569,6.06,34.42
600,5.85,34.426
700,5.26,34.445
800,4.8,34.462
857,4.59,34.47
900,4.46,34.478
1000,4.17,34.498
1100,3.88,34.519
1200,3.59,34.541
1280,3.36,34.56
0,21.7,33.77
10,21.07,33.77
20,20.96,33.741
24,20.91,33.73
30,20.01,33.695
49,16.63,33.64
50,16.52,33.637
73,14.74,33.57
75,14.63,33.565
97,13.6,33.53
100,13.41,33.525
125,11.94,33.54
146,10.83,33.62
150,10.71,33.654
194,9.89,34.05
200,9.8,34.08
250,9.18,34.252
289,8.82,34.29
300,8.72,34.303
383,7.99,34.36
400,7.83,34.368
500,6.93,34.403
572,6.33,34.42
600,6.14,34.427
700,5.52,34.45
800,5.0,34.47
859,4.74,34.48
900,4.61,34.487
1000,4.29,34.504
1100,3.98,34.522
1200,3.66,34.542
1282,3.4,34.56
0,23.3,34.43
10,22.66,34.43
20,22.61,34.424
24,22.59,34.42
30,21.85,34.319
48,19.06,34.02
50,18.85,34.012
73,16.78,33.96
75,16.58,33.945
98,14.41,33.78
100,14.23,33.772
125,12.28,33.791
147,11.0,33.8
150,10.9,33.816
196,10.02,34.09
200,9.98,34.11
250,9.56,34.317
295,9.34,34.43
300,9.29,34.435
394,8.29,34.45
400,8.22,34.448
500,7.1,34.423
591,6.17,34.4
600,6.1,34.401
700,5.42,34.417
800,4.88,34.443
887,4.52,34.47
900,4.48,34.473
1000,4.19,34.497
1100,3.89,34.523
1200,3.6,34.55
1300,3.31,34.578
1306,3.29,34.58
0,22.3,34.25
10,21.81,34.23
20,21.76,34.23
23,21.75,34.23
30,20.98,34.137
45,18.76,33.93
50,18.07,33.908
66,16.19,33.87
75,15.62,33.808
88,15.01,33.71
100,14.33,33.654
125,12.96,33.648
130,12.69,33.64
150,11.72,33.762
173,10.79,33.95
200,10.21,34.131
250,9.64,34.379
256,9.61,34.4
300,9.12,34.464
341,8.7,34.47
400,8.06,34.472
500,7.04,34.454
513,6.92,34.45
600,6.23,34.459
700,5.57,34.475
782,5.12,34.49
800,5.06,34.492
900,4.71,34.501
1000,4.36,34.513
1100,4.01,34.527
1188,3.7,34.54
0,24.1,34.63
10,23.42,34.52
20,23.42,34.547
25,23.42,34.56
30,22.49,34.45
50,18.1,34.02
74,15.98,33.82
75,15.93,33.814
99,14.82,33.69
100,14.75,33.683
125,12.98,33.637
148,11.39,33.59
150,11.3,33.604
197,9.88,34.02
200,9.86,34.042
250,9.53,34.303
296,9.22,34.36
300,9.18,34.366
396,8.14,34.42
400,8.1,34.421
500,7.05,34.425
595,6.18,34.43
600,6.15,34.431
700,5.51,34.453
800,5.0,34.477
893,4.64,34.5
900,4.62,34.501
1000,4.3,34.523
1100,3.98,34.546
1200,3.67,34.57
1300,3.35,34.596
1316,3.3,34.6
0,23.9,34.44
10,22.94,34.38
20,22.93,34.395
25,22.93,34.4
30,22.24,34.336
50,18.71,34.05
74,16.0,33.8
75,15.94,33.794
98,14.96,33.69
100,14.81,33.676
125,13.01,33.625
148,11.38,33.57
150,11.29,33.585
196,9.94,34.02
200,9.87,34.044
250,9.12,34.262
294,8.72,34.33
300,8.65,34.336
391,7.64,34.36
400,7.55,34.363
500,6.62,34.4
585,5.96,34.43
600,5.87,34.434
700,5.32,34.459
800,4.88,34.479
878,4.61,34.49
900,4.54,34.493
1000,4.24,34.508
1100,3.94,34.525
1200,3.64,34.542
1291,3.36,34.56
0,23.0,34.2
10,22.29,34.14
20,21.4,34.045
25,20.9,34.0
30,20.31,33.976
50,18.07,33.95
74,16.58,33.95
75,16.54,33.945
99,15.56,33.8
100,15.51,33.793
125,14.17,33.675
148,12.82,33.64
150,12.7,33.647
197,10.1,33.91
200,10.0,33.924
250,8.79,34.125
294,8.35,34.23
300,8.28,34.241
391,7.46,34.34
400,7.39,34.346
500,6.7,34.403
586,6.2,34.43
600,6.11,34.43
700,5.52,34.436
800,4.97,34.444
880,4.58,34.52
900,4.52,34.454
1000,4.22,34.467
1100,3.91,34.482
1200,3.61,34.499
1300,3.3,34.52
1301,3.3,34.52
0,21.4,34.18
10,20.97,34.05
20,20.98,34.093
24,20.98,34.11
30,20.5,34.11
47,18.81,34.11
50,18.6,34.112
70,17.48,34.09
75,17.3,34.06
93,16.7,33.93
100,16.4,33.895
125,15.11,33.789
138,14.32,33.75
150,13.41,33.705
183,11.0,33.66
200,10.31,33.707
250,9.0,33.895
274,8.76,34.0
300,8.41,34.084
366,7.76,34.25
400,7.4,34.287
500,6.46,34.316
550,6.04,34.34
600,5.72,34.363
700,5.17,34.406
